,Unnamed: 0,index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49,augmented_text
11,19,12988,6.0,"{PRICE,PROMOTIONS,PRODUCTS_QUALITY,ASSORTMENT,CATALOG_NAVIGATION,SUPPORT,DELIVERY}","Цены на некоторые позиции взлетели не оправданно, на некоторые ценник выше магазинного на [NUM]% -спекуляция чистой воды. Все реже и реже пользуюсь сервисом и скорее всего перестану использовать совсем. Будете и дальше терять клиентов из-за ценовой политики",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Цены на некоторые товары не обоснованы, некоторые цены выше [NUM]% - цены на чистую воду, все реже и реже используются и, скорее всего, более не используются вообще, и вы будете продолжать терять клиентов из-за ценовой политики."
12,20,26199,0.0,{PRODUCTS_QUALITY},"Я настолько разочарована,что даже слов нет!Заказала черешню по скидке,но её невозможно есть так как она вся испорченная,просто позор вам,совести у вас нет!Как можно так относиться к своим покупателям?!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Я заказывал вишню за скидку, но они не могут быть съедены, потому что все они разрушены, они просто стыдны, что у тебя нет. Как ты можешь так обращаться с клиентами?"
13,21,23206,6.0,"{DELIVERY,SUPPORT}","Страдает доставка, очень долго, хотя пишите [NUM] мин., а везёте [NUM]-[NUM] мин.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"У него уже давно проблемы, несмотря на то, что ты пишешь мину и приносишь мину."
14,22,8948,2.0,"{DELIVERY,SUPPORT}",Очень очень очень долгая доставка. [NUM] заказов подряд не привозили вовремя,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Это очень долгая доставка.
15,23,19895,6.0,"{PRICE,PROMOTIONS}","Удобно, быстро",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Это удобно, быстро."
16,24,2514,4.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS}",Расширить ассортимент товаров,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Расширение ассортимента продуктов
17,25,21973,0.0,{ASSORTMENT},"В смысле ""убрали из заказа""? Я весь заказ ради этих морепродуктов делал!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Что значит ""отменить заказ""?"
18,26,22759,0.0,"{DELIVERY,SUPPORT,ASSORTMENT}","Доставка регулярно дольше, чем указано, курьера на карте не видно, служба поддержки не отвечает по заказу часами.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка обычно занимает больше времени, чем указано, курьер не виден на карте, а служба поддержки не отвечает в течение нескольких часов."
19,28,24605,0.0,"{PRICE,ASSORTMENT}",Дорого,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Это дорого.
20,29,608,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,DELIVERY}",…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
21,30,24441,3.0,"{PAYMENT,SUPPORT}",Программу надо улучшить,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Программа нуждается в совершенствовании.
22,31,24458,1.0,{PAYMENT},"Заказ на сумму от [NUM]₽ это дорого, было бы лучше как было раньше [NUM]₽",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Заказ на сумму денег от [NUM] Это дорого, это было бы лучше, чем раньше [NUM]"
23,33,327,6.0,"{PRODUCTS_QUALITY,PROMOTIONS,PRICE,ASSORTMENT}",Часто стали приезжать просроченные и некачественные продукты,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Часто ввозились устаревшие и низкокачественные товары
24,34,2274,2.0,{DELIVERY},Раньше доставка была в течение [NUM] мин сейчас стала больше и все время меняется время ожидания .,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ранее объем поставок в ходе [НУМ] мин теперь увеличивался, а время ожидания постоянно менялось."
25,35,2736,3.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}",Не следите за качеством продуктов,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Не контролировать качество продуктов
26,37,24743,4.0,"{PRICE,DELIVERY,ASSORTMENT}","Если по скидкам и акциям продукты ещё и выходят в нормальной цене, то без них иногда стоят космически. Но самое большое расстройство - это доставка. Проще назвать, сколько раз за год мне доставили в срок [NUM] минут, чем посчитать, сколько раз опаздывали.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Если есть нормальная цена на продукты со скидками и акциями, они иногда космические, но самое большое расстройство - это доставка. Легко сказать, сколько раз за год я доставлялся во времени [NUM] минут, чем сколько раз я опаздывал."
27,40,5891,6.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION}",Быстро,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Быстрее.
28,42,26770,0.0,"{SUPPORT,ASSORTMENT,PRODUCTS_QUALITY}","Поддержка по телефону перестала вообще что-либо решать - по всем вопросам посылают в телеграмм. В телеграмме не отвечают уже третий день - сначала пишут что надо [NUM]-[NUM] минут, но никто и за час не подходит - потом это откладывают, потом опять бот и так до б",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Телефонной поддержки вообще нет - их отправляют к телеграммам по всем вопросам, и телеграмма не отвечает на третий день - сначала говорят, что это занимает [NUM]-- [NUM] минут, но никто не будет делать это через час - потом это откладывается, затем это бот снова и так далее и так далее."
29,43,22218,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY,PROMOTIONS}","Доставка стала дольше, это огорчает(",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка длиннее, это расстраивает."
30,44,26193,0.0,{PRODUCTS_QUALITY},Привезли размороженную пюреобразную ягоду,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Принёс несъедобное пюре с пюре.
31,45,23873,2.0,{DELIVERY},Слишком долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Слишком долго, чтобы доставить."
32,46,18848,0.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Спасибо!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Спасибо!
33,47,26535,6.0,{PRODUCTS_QUALITY},Хотелось бы что бы все напитки были охлажденными. А вы привозите теплыми,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Жаль, что все напитки не остыли, а ты приносишь их тепло."
34,49,23464,0.0,{DELIVERY},"Почти всегда заказы опаздывают. Когда звонишь операторам и спрашиваешь почему указано [NUM] минут, а по факту может курьер задержаться на полтора часа, специалисты тыкают в какой-то договор где что-то там прописано написано. Ставьте реальное время доставки",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Когда вы звоните операторам и спрашиваете их, почему [NUM] минуты разрешены, и факт в том, что курьер может опаздывать на полтора часа, эксперты запихивают какой-то контракт, где что-то записано."
35,50,5974,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}","Курьеры как рабы работают у вас , почему их так мало .Ждёшь заказ по часу . Почему их так мало на смене!!!!!!!!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Курьеры, как рабы, работают на вас, почему так мало из них ждут час, почему их так мало на смене!!!!!!!!!!!!!!"
36,53,144,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}","Очень быстрая доставка. Маленький выбор, достаточно высокие цены",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Очень быстрая доставка, маленький выбор, довольно высокие цены."
37,54,3762,3.0,"{PRODUCTS_QUALITY,PROMOTIONS,SUPPORT}","Нет никакой системы лояльности к постоянным клиентам. Ответы в чате - шаблонами. Привозят испорченные продукты и просто возвращают деньги после жалобы, даже никакого промокода в качестве извинений.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Нет системы лояльности к обычным клиентам, чаты отвечают шаблонами, приносят испорченную еду и просто возвращают деньги после жалобы, даже никакой влажной воды в качестве извинения."
38,55,23668,1.0,{DELIVERY},"Доставка очень длительная, пришлось долго ждать",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка очень долгая, прошло много времени."
39,56,11562,6.0,"{PRICE,PROMOTIONS,PRODUCTS_QUALITY}","Я думаю о вас хорошо, раньше было лучше. Есть ощущение то что стало дороже, а качество хуже - это касается зелени.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Я тоже думаю о тебе, раньше это было лучше, есть ощущение, что это дороже, и качество хуже, оно зеленое."
40,58,5273,6.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Хороший сервис,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Хорошее обслуживание.
41,59,23483,0.0,{DELIVERY},Оочень долгая доставка! Жду уже более [NUM] минут,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Очень долгая доставка, я жду больше [NUM] минут."
42,60,14873,6.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}","Доставка стала очень долгой - бывает и по полчаса везут. Поднятие цен на доставку тоже не радует. [NUM]-[NUM] ещё нормально, но бывает и [NUM]!!!",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка стала очень долгой, и на это уйдет полчаса."
43,61,5935,4.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Стоимость сильно выше, картинки не соответствую ассортименту.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Цена намного выше, фотографии не совпадают с диапазоном."
44,62,11623,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY}","Очень долгая доставка, написано до [NUM] минут, или что курьер будет вот вот у вас, а по итогу доставка в среднем [NUM]-[NUM] минут",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Очень длинная поставка, написанная до [NUM] минут, или что курьер будет здесь с вами, и результат доставки в среднем составляет [NUM]-[NUM] минут."
45,66,20614,4.0,{DELIVERY},"очень долгая доставка. не смотря на то, что мы находимся возле склада самоката",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Это очень долгая доставка, даже если мы рядом с самоходным складом."
46,69,22616,6.0,"{DELIVERY,PRODUCTS_QUALITY,ASSORTMENT}","Очень часто виснет приложение , задерживаются доставки , высокие цены на определенные продукты",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Очень часто приложение висит, задержки доставки, высокие цены на некоторые продукты"
47,70,25793,2.0,"{PRODUCTS_QUALITY,DELIVERY}",Молодцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Хорошая работа.
48,71,26815,2.0,"{SUPPORT,DELIVERY,PRODUCTS_QUALITY}","Присылаете молочные изделия за день до истечения срока годности, доставка стала нереально долгой, да при этом еще и постоянно огромный спрос",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Вы посылаете молочные продукты за день до истечения срока, доставка становится нереалистично долгой, и всегда есть огромный спрос."
49,72,26307,2.0,{PRODUCTS_QUALITY},"Продукты практически всегда с почти истёкшим сроком годности . И тут как повезёт , иногда продукт ещё можно употреблять а иногда просто в мусорки испорченные продукты . Пока не откроешь пачку , заметить запах продукта по внешнему виду невозможно",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Продукты почти всегда с почти истекшим сроком годности, и здесь вам повезло, иногда вы можете использовать продукт, а иногда просто использовать его в мусоре. Пока вы не откроете пачку, вы не сможете увидеть запах продукта по внешнему виду."
50,75,22476,3.0,"{DELIVERY,PRICE,ASSORTMENT}","Долгая доставка, часты задержки по времени, в сравнении с пятёрочкой и магнитом цены на [NUM]-[NUM]% выше , хоть раньше разница не была такой существенной",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Длительные поставки, зачастую задержки во времени, по сравнению с пятью и магнитными ценами на [NUM]-[NUM]% выше, хотя ранее разница не была столь значительной"
51,77,24391,2.0,"{PAYMENT,DELIVERY,SUPPORT}","Не всегда есть возможность выйти в магазин. Приходится пользоваться доставкой, неудобно постоянно условно из-за банки газировки набирать товаров еще на [NUM]р",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"У тебя не всегда есть возможность пойти в магазин, ты должен пользоваться доставкой, это постоянно неловко из-за банка содовой, чтобы забрать больше товаров на [NUM]p"
52,80,5657,4.0,{PROMOTIONS},Очень мало промокодов или редко предлагаете товар за [NUM] руб,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Очень немногие промодлы или редко предлагают товары для [НУМ] рубинов
53,81,25095,1.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION}","Все бы хорошо, если бы не ваше приложение. Сначала я думал что это мой хуавей уже старый, не вытягивает. Но когда я ловил фризы и глюки с непрогоузом картинок на самсунг s[NUM]...... Это печаль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Было бы неплохо, если бы не твое приложение, сначала я подумал, что это мой старый хуесос, но когда я поймал картошку фри и сглазил с не гусиной картиной Самсунга с.. это печально."
54,82,12556,3.0,{DELIVERY},Долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Длительные поставки
55,83,11351,0.0,"{DELIVERY,PRICE,ASSORTMENT,PROMOTIONS}","Все круто,но вот доставка стала постоянно опаздывать",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Это круто, но доставка всё время опаздывала."
56,84,24657,6.0,"{PRICE,ASSORTMENT}","Доставка быстрая,но цена на вкусняшки огорчает",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка быстрая, но цена вкуса расстраивает."
57,88,27009,0.0,,говно,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Черт.
58,90,10521,3.0,{DELIVERY},"Пишите что доставка [NUM] минут,на самом деле все [NUM],и пишется что курьер будет через минуту ждешь [NUM]",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Напиши эту доставку [NUM] минут, на самом деле, всех [NUM], и написано, что курьер будет ждать [NUM] через минуту."
59,93,23939,3.0,{DELIVERY},Доставка часто задерживается,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Часто задержки с доставкой
60,94,26143,0.0,"{PRODUCTS_QUALITY,SUPPORT}",Часто привозят испорченные продукты,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Часто доставляются испорченные товары.
61,95,24282,6.0,{DELIVERY},"вы классные! жаль только, что еда долго едет",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ребята, вы великолепны, я просто хочу, чтобы еда была в пути долгое время."
62,97,19262,6.0,{DELIVERY},"Не очень нравится часть доставки, курьеры часто задерживаются и в Яндекс лавке курьеры приветливее",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Мне не нравится часть доставки, курьеры часто опаздывают, а курьерский магазин Яндекса лучше."
